timestamp_utc,N_counts,E_counts,Z_counts
2025-03-14T09:30:02.250Z,82.4061,63.8993,-106.3131
2025-03-14T09:30:02.260Z,73.6938,52.0395,-40.3696
2025-03-14T09:30:02.270Z,74.2806,35.7971,-66.2030
2025-03-14T09:30:02.280Z,69.1020,23.9278,80.5003
2025-03-14T09:30:02.290Z,58.3733,18.0657,-144.7515
2025-03-14T09:30:02.300Z,43.4516,8.0311,-13.6174
2025-03-14T09:30:02.310Z,26.0280,-7.6952,-116.5889
2025-03-14T09:30:02.320Z,8.7133,-20.8112,0.3018
2025-03-14T09:30:02.330Z,5.6532,-31.2562,-95.7178
2025-03-14T09:30:02.340Z,6.8269,-39.3232,-24.2068
2025-03-14T09:30:02.350Z,-1.4444,-44.6153,128.3555
2025-03-14T09:30:02.360Z,-8.4568,-42.8173,-15.8487
2025-03-14T09:30:02.370Z,-17.9129,-43.6904,4.5280
2025-03-14T09:30:02.380Z,-16.6003,-49.2906,250.9331
2025-03-14T09:30:02.390Z,-20.4041,-56.3201,110.4325
2025-03-14T09:30:02.400Z,-16.6632,-55.2616,-98.8263
2025-03-14T09:30:02.410Z,-13.4334,-56.0276,46.8757
2025-03-14T09:30:02.420Z,-17.8670,-60.9991,13.6393
2025-03-14T09:30:02.430Z,-9.9109,-62.2738,28.5618
2025-03-14T09:30:02.440Z,-1.5643,-56.0579,-53.2276
2025-03-14T09:30:02.450Z,10.3145,-44.5610,-31.4600
2025-03-14T09:30:02.460Z,15.4596,-39.5241,15.6034
2025-03-14T09:30:02.470Z,23.9601,-29.8388,-50.6298
2025-03-14T09:30:02.480Z,34.0393,-14.3243,-13.9729
2025-03-14T09:30:02.490Z,45.6050,11.0554,-81.7324
2025-03-14T09:30:02.500Z,49.6972,30.7698,170.4779
2025-03-14T09:30:02.510Z,64.0415,54.5533,149.6353
2025-03-14T09:30:02.520Z,73.5678,81.7713,50.0837
2025-03-14T09:30:02.530Z,80.2620,93.9875,101.4867
2025-03-14T09:30:02.540Z,82.2059,110.2177,-100.2404
2025-03-14T09:30:02.550Z,86.8007,118.4701,-38.9876
2025-03-14T09:30:02.560Z,81.8167,132.7730,-126.1237
2025-03-14T09:30:02.570Z,72.8972,137.5178,17.2282
2025-03-14T09:30:02.580Z,65.9402,137.5178,-87.1727
2025-03-14T09:30:02.590Z,68.6774,137.5178,-1.9652
2025-03-14T09:30:02.600Z,77.8298,137.5178,84.8625
2025-03-14T09:30:02.610Z,74.2557,137.5178,-76.6265
2025-03-14T09:30:02.620Z,68.0530,129.3229,6.4931
2025-03-14T09:30:02.630Z,67.2037,119.7795,124.9829
2025-03-14T09:30:02.640Z,66.2724,106.0550,34.0905
2025-03-14T09:30:02.650Z,56.3183,92.2014,5.4744
2025-03-14T09:30:02.660Z,42.7166,79.1333,-13.5049
2025-03-14T09:30:02.670Z,35.0184,61.0930,7.3127
2025-03-14T09:30:02.680Z,21.7023,40.9772,-145.2996
2025-03-14T09:30:02.690Z,9.6432,23.4235,159.4715
2025-03-14T09:30:02.700Z,0.3396,-1.2331,-54.2824
2025-03-14T09:30:02.710Z,-1.2428,-15.8342,-55.7611
2025-03-14T09:30:02.720Z,3.3346,-24.2028,-16.0236
2025-03-14T09:30:02.730Z,3.6316,-34.1103,-73.1492
2025-03-14T09:30:02.740Z,0.1681,-48.2344,-195.0278
2025-03-14T09:30:02.750Z,-3.5664,-50.5816,-79.7900
2025-03-14T09:30:02.760Z,0.3313,-52.1516,64.5528
2025-03-14T09:30:02.770Z,-4.1237,-46.3738,-105.7345
2025-03-14T09:30:02.780Z,-10.5174,-26.1173,-98.4665
2025-03-14T09:30:02.790Z,-8.9050,-10.6579,-37.2370
2025-03-14T09:30:02.800Z,-8.9838,-0.1688,105.4887
2025-03-14T09:30:02.810Z,-16.1695,15.5097,-62.3029
2025-03-14T09:30:02.820Z,-23.9499,27.0898,-55.3713
2025-03-14T09:30:02.830Z,-34.6068,34.1380,-59.4592
2025-03-14T09:30:02.840Z,-46.5135,43.9134,234.3194
2025-03-14T09:30:02.850Z,-54.4050,58.8121,-156.3015
2025-03-14T09:30:02.860Z,-43.7236,70.0691,-26.5600
2025-03-14T09:30:02.870Z,-26.5706,80.0772,-49.6694
2025-03-14T09:30:02.880Z,-19.2700,88.5201,47.2579
2025-03-14T09:30:02.890Z,-9.3408,87.1595,44.1617
2025-03-14T09:30:02.900Z,-6.0360,91.2849,64.0911
2025-03-14T09:30:02.910Z,-1.1916,98.7365,3.1692
2025-03-14T09:30:02.920Z,-7.4581,99.2871,86.3863
2025-03-14T09:30:02.930Z,-11.5804,95.0569,96.5176
2025-03-14T09:30:02.940Z,-19.7825,91.7032,-36.2890
2025-03-14T09:30:02.950Z,-29.6679,79.0705,9.8647
2025-03-14T09:30:02.960Z,-33.3408,64.6483,37.1524
2025-03-14T09:30:02.970Z,-33.9053,50.7514,-84.1911
2025-03-14T09:30:02.980Z,-34.2787,33.9250,104.8461
2025-03-14T09:30:02.990Z,-36.9151,14.4940,-62.4714
2025-03-14T09:30:03.000Z,-42.4674,-4.3476,-102.8457
2025-03-14T09:30:03.010Z,-52.9247,-24.7687,68.7963
2025-03-14T09:30:03.020Z,-62.6018,-29.7769,56.2306
2025-03-14T09:30:03.030Z,-66.5242,-30.9095,66.7286
2025-03-14T09:30:03.040Z,-58.9103,-29.2629,-218.0066
2025-03-14T09:30:03.050Z,-58.4647,-32.7541,-64.0818
2025-03-14T09:30:03.060Z,-54.8345,-35.0013,-74.8002
2025-03-14T09:30:03.070Z,-45.1247,-30.6138,50.2862
2025-03-14T09:30:03.080Z,-32.8024,-26.3254,46.0697
2025-03-14T09:30:03.090Z,-25.2212,-16.1530,-149.7969
2025-03-14T09:30:03.100Z,-14.9601,-4.1604,-35.9005
2025-03-14T09:30:03.110Z,-7.2439,8.4437,114.9292
2025-03-14T09:30:03.120Z,12.5374,15.6984,147.8981
2025-03-14T09:30:03.130Z,19.7283,17.4927,-63.7452
2025-03-14T09:30:03.140Z,26.7549,15.9035,17.5803
2025-03-14T09:30:03.150Z,33.5838,9.7079,-281.2916
2025-03-14T09:30:03.160Z,40.5154,2.3768,-34.7339
2025-03-14T09:30:03.170Z,47.7576,-2.1687,-210.4905
2025-03-14T09:30:03.180Z,53.5195,-8.3218,131.6974
2025-03-14T09:30:03.190Z,63.4017,-3.6058,18.1099
2025-03-14T09:30:03.200Z,70.5118,-4.5459,-197.3198
2025-03-14T09:30:03.210Z,71.1697,-12.9561,-143.1181
2025-03-14T09:30:03.220Z,59.0045,-18.2895,-16.2409
2025-03-14T09:30:03.230Z,45.2004,-19.6847,-175.9818
2025-03-14T09:30:03.240Z,24.0052,-11.9658,-1.1159
2025-03-14T09:30:03.250Z,6.1912,-1.5143,-48.7449
2025-03-14T09:30:03.260Z,-19.5242,13.4744,-28.3375
2025-03-14T09:30:03.270Z,-47.5800,19.0028,22.3817
2025-03-14T09:30:03.280Z,-64.3339,31.5147,-135.8915
2025-03-14T09:30:03.290Z,-76.3838,37.8257,114.3126
2025-03-14T09:30:03.300Z,-87.1910,41.1311,-68.2206
2025-03-14T09:30:03.310Z,-98.4960,39.1100,-119.3349
2025-03-14T09:30:03.320Z,-95.2871,39.9009,127.4533
2025-03-14T09:30:03.330Z,-89.2999,38.9980,40.2050
2025-03-14T09:30:03.340Z,-76.0278,39.2106,-138.4807
2025-03-14T09:30:03.350Z,-64.0082,38.7507,159.8524
2025-03-14T09:30:03.360Z,-49.6451,35.6880,-100.8852
2025-03-14T09:30:03.370Z,-39.8479,33.6381,-60.3615
2025-03-14T09:30:03.380Z,-32.1653,27.4159,102.2898
2025-03-14T09:30:03.390Z,-11.1244,24.6805,-235.0571
2025-03-14T09:30:03.400Z,9.0452,12.0641,-13.9461
2025-03-14T09:30:03.410Z,36.1158,-5.2692,12.0204
2025-03-14T09:30:03.420Z,61.3757,-13.0886,101.5123
2025-03-14T09:30:03.430Z,79.5541,-18.0990,-27.1677
2025-03-14T09:30:03.440Z,91.5656,-15.0916,-157.2248
2025-03-14T09:30:03.450Z,107.5349,-13.5720,52.1486
2025-03-14T09:30:03.460Z,111.2397,-13.6692,-12.5762
2025-03-14T09:30:03.470Z,115.7523,-8.9494,9.9915
2025-03-14T09:30:03.480Z,114.8507,-2.9553,-117.2035
2025-03-14T09:30:03.490Z,116.6407,-0.4350,147.8661
2025-03-14T09:30:03.500Z,108.6939,-2.3332,263.4790
2025-03-14T09:30:03.510Z,97.5436,-10.3113,-24.6003
2025-03-14T09:30:03.520Z,88.9726,-14.0195,-5.5840
2025-03-14T09:30:03.530Z,82.5328,-6.8003,37.7405
2025-03-14T09:30:03.540Z,64.8164,4.4514,48.8953
2025-03-14T09:30:03.550Z,45.4736,17.0825,-108.1911
2025-03-14T09:30:03.560Z,23.8819,25.2914,11.7958
2025-03-14T09:30:03.570Z,0.4572,26.8158,77.0308
2025-03-14T09:30:03.580Z,-36.4375,25.2154,-328.3913
2025-03-14T09:30:03.590Z,-68.7342,20.5641,-15.1938
2025-03-14T09:30:03.600Z,-104.0978,24.6786,18.5421
2025-03-14T09:30:03.610Z,-137.7397,26.0129,-164.7338
2025-03-14T09:30:03.620Z,-160.9946,22.3123,9.7569
2025-03-14T09:30:03.630Z,-177.1422,17.7934,260.3636
2025-03-14T09:30:03.640Z,-178.7181,12.7226,44.2382
2025-03-14T09:30:03.650Z,-174.2942,1.1729,175.7840
2025-03-14T09:30:03.660Z,-176.6643,-17.0129,14.9954
2025-03-14T09:30:03.670Z,-170.9493,-39.3771,-92.6111
2025-03-14T09:30:03.680Z,-150.0931,-64.3328,13.5409
2025-03-14T09:30:03.690Z,-122.1592,-81.7298,-114.5759
2025-03-14T09:30:03.700Z,-79.5183,-90.1674,-75.1465
2025-03-14T09:30:03.710Z,-34.0798,-91.4582,45.5067
2025-03-14T09:30:03.720Z,2.2795,-86.6605,-73.1637
2025-03-14T09:30:03.730Z,44.9591,-76.0505,-30.3335
2025-03-14T09:30:03.740Z,83.2321,-56.6551,-225.8116
2025-03-14T09:30:03.750Z,117.1115,-32.9692,-64.6839
2025-03-14T09:30:03.760Z,163.5996,-11.1293,18.6111
2025-03-14T09:30:03.770Z,200.1217,0.7025,75.4590
2025-03-14T09:30:03.780Z,223.2125,11.7253,-150.6952
2025-03-14T09:30:03.790Z,237.6175,29.0563,-208.2242
2025-03-14T09:30:03.800Z,241.3464,25.3400,-51.1079
2025-03-14T09:30:03.810Z,239.2711,22.6281,71.4248
2025-03-14T09:30:03.820Z,236.4594,15.9254,-48.1712
2025-03-14T09:30:03.830Z,222.7915,8.7773,13.4836
2025-03-14T09:30:03.840Z,189.1521,14.6442,-36.9138
2025-03-14T09:30:03.850Z,151.4445,14.6588,-28.9868
2025-03-14T09:30:03.860Z,101.1801,10.0904,-8.7600
2025-03-14T09:30:03.870Z,53.9400,12.8068,-44.2827
2025-03-14T09:30:03.880Z,8.8582,3.7938,-142.7704
2025-03-14T09:30:03.890Z,-37.4605,0.2167,-83.9101
2025-03-14T09:30:03.900Z,-75.3602,-4.8966,-306.6006
2025-03-14T09:30:03.910Z,-107.2847,-7.0603,-211.3631
2025-03-14T09:30:03.920Z,-125.1830,-8.3976,93.0684
2025-03-14T09:30:03.930Z,-140.3782,-3.8626,-96.4907
2025-03-14T09:30:03.940Z,-144.7828,-6.3983,134.7962
2025-03-14T09:30:03.950Z,-141.9355,-2.2500,-151.5736
2025-03-14T09:30:03.960Z,-134.1093,-0.1634,-139.9798
2025-03-14T09:30:03.970Z,-117.3912,6.7577,-90.3447
2025-03-14T09:30:03.980Z,-103.9985,8.6594,43.8341
2025-03-14T09:30:03.990Z,-83.8358,16.2246,-111.0622
2025-03-14T09:30:04.000Z,-68.5849,29.5479,-38.8362
2025-03-14T09:30:04.010Z,-49.9470,36.2976,45.4617
2025-03-14T09:30:04.020Z,-38.7937,32.8078,37.3078
2025-03-14T09:30:04.030Z,-25.2463,25.5155,-21.4790
2025-03-14T09:30:04.040Z,-12.1104,23.8719,1.4799
2025-03-14T09:30:04.050Z,3.5439,9.2736,-1.0979
2025-03-14T09:30:04.060Z,20.7262,-0.6046,-96.9871
2025-03-14T09:30:04.070Z,33.5503,-3.5130,-126.5186
2025-03-14T09:30:04.080Z,32.2474,-9.5536,-174.2777
2025-03-14T09:30:04.090Z,32.4956,-13.9051,-126.3717
2025-03-14T09:30:04.100Z,35.3820,-22.2035,26.6762
2025-03-14T09:30:04.110Z,34.5048,-33.7631,-89.0903
2025-03-14T09:30:04.120Z,33.0905,-56.4871,-106.9094
2025-03-14T09:30:04.130Z,30.0659,-77.3798,87.6174
2025-03-14T09:30:04.140Z,31.3407,-91.8408,-206.8911
2025-03-14T09:30:04.150Z,23.9446,-104.4566,-137.5320
